,Capacity,Latitude,Load Entering,Longitude,Member State,NRemoval,PRemoval,Temperature
0,8000,47.77919,6346,17.05039,AT,TRUE,TRUE,1.96
1,65000,47.59491,10032,16.64161,AT,TRUE,TRUE,1.81
2,42000,47.83195,38697,16.54416,AT,TRUE,TRUE,0
3,7250,47.82736,3422,16.92429,AT,TRUE,TRUE,1.32
4,5000,48.01208,1351,16.99434,AT,TRUE,TRUE,0
5,40000,47.88675,12832,16.92108,AT,TRUE,TRUE,0
6,2500,47.51051,781,16.56841,AT,TRUE,TRUE,0
7,2500,47.0126,1560,16.45283,AT,TRUE,TRUE,2.15
8,8400,47.95338,979,16.7936,AT,TRUE,TRUE,0
9,15200,47.42426,13002,16.58143,AT,TRUE,TRUE,4
10,2500,47.1951,1558,16.32592,AT,TRUE,TRUE,-2.82
11,28700,47.88178,12846,16.38543,AT,TRUE,TRUE,0
12,2800,47.53173,618,16.67048,AT,FALSE,FALSE,1.74
13,25000,47.48761,17029,16.53036,AT,FALSE,TRUE,0
14,17000,47.32953,13080,16.14938,AT,TRUE,TRUE,-3
15,20000,47.86418,4810,16.84087,AT,TRUE,TRUE,0
16,5000,47.3019,3468,16.45532,AT,TRUE,TRUE,-2.82
17,45000,47.25379,44158,16.27884,AT,TRUE,TRUE,-2.82
18,2000,47.23848,891,16.42122,AT,TRUE,TRUE,-2.82
19,7400,47.71449,2493,16.52114,AT,TRUE,TRUE,0
20,12500,47.13905,7578,16.18371,AT,TRUE,TRUE,-3
21,5132,47.7855,1122,16.92122,AT,TRUE,TRUE,1.98
22,100000,47.80035,73597,16.51832,AT,TRUE,TRUE,0
23,26300,47.71448,10962,16.8848,AT,TRUE,TRUE,1.27
24,12500,47.94444,4430,17.09043,AT,TRUE,TRUE,1.33
25,14000,47.0478,19198,16.36586,AT,TRUE,TRUE,2.15
26,25000,47.25413,5299,16.093,AT,TRUE,TRUE,-3
27,9000,47.45799,2614,16.66132,AT,TRUE,TRUE,4
28,10000,47.29454,5581,16.2962,AT,TRUE,TRUE,-2.82
29,7000,47.2039,2887,16.41607,AT,TRUE,TRUE,-2.82
30,3000,47.78177,1842,16.98611,AT,TRUE,TRUE,1.97
31,4000,47.20752,1829,16.32334,AT,TRUE,TRUE,-2.82
32,7000,47.87811,3099,16.98684,AT,TRUE,TRUE,1.33
33,66500,47.85884,46133,16.65007,AT,TRUE,TRUE,0
34,5000,47.92654,2448,16.43839,AT,TRUE,TRUE,0
35,4100,47.13748,1487,16.44768,AT,TRUE,TRUE,-2.82
36,130000,46.96688,83200,16.2568,AT,TRUE,TRUE,-3
37,2400,47.42217,958,16.20814,AT,TRUE,TRUE,-2.82
38,2000,46.8937,0,14.34191,AT,FALSE,FALSE,-1
39,46000,46.64001,30350,14.65459,AT,TRUE,TRUE,-2.02
40,7000,46.67036,3847,13.01564,AT,TRUE,TRUE,-6.95
41,1800,46.87682,1000,14.50377,AT,FALSE,FALSE,-1
42,3500,46.92855,1177,14.54901,AT,TRUE,TRUE,-2.1
43,32000,46.86127,27777,14.45688,AT,TRUE,TRUE,-1
44,65000,46.73991,44500,14.38583,AT,TRUE,TRUE,-2.09
45,15000,46.91969,7090,13.21758,AT,TRUE,TRUE,-6.95
46,8400,47.01572,2900,12.8673,AT,TRUE,TRUE,-10.57
47,7000,46.72401,3465,13.63886,AT,TRUE,TRUE,-1
48,4000,46.51131,2066,14.5798,AT,TRUE,TRUE,-1.98
49,4950,46.6993,4890,14.74428,AT,TRUE,TRUE,-2.36
50,120000,46.7365,90000,14.84786,AT,TRUE,TRUE,-1.25
51,10000,46.93313,5990,14.83025,AT,FALSE,TRUE,-1.98
52,25000,46.62137,12450,14.58715,AT,TRUE,TRUE,-2.03
53,4000,46.97704,723,13.70965,AT,TRUE,TRUE,-1
54,2400,46.861,776,12.89428,AT,TRUE,TRUE,-10.57
55,23000,46.67175,13403,13.72959,AT,TRUE,TRUE,-1
56,2000,46.62309,1859,14.55307,AT,TRUE,TRUE,-2.03
57,4000,46.61759,1563,14.97601,AT,TRUE,TRUE,-1.27
58,7835,46.58113,5510,13.61924,AT,TRUE,TRUE,-1
59,2550,46.56884,1608,14.50563,AT,TRUE,TRUE,-2.02
60,2000,46.6651,753,14.8396,AT,TRUE,TRUE,-1.25
61,300000,46.6068,175348,14.33381,AT,TRUE,TRUE,-2.07
62,3100,46.73986,1600,13.02477,AT,TRUE,TRUE,-6.95
63,2250,46.95014,1261,12.8997,AT,TRUE,TRUE,-6.95
64,6500,46.64239,4300,14.42698,AT,TRUE,TRUE,-2.06
65,50000,46.71233,31120,14.08227,AT,TRUE,TRUE,-2.08
66,200000,46.61229,128000,13.87811,AT,TRUE,TRUE,-2.04
67,3750,46.98956,1900,13.62289,AT,TRUE,TRUE,-1
68,44000,46.5748,27926,14.02406,AT,TRUE,TRUE,-2.03
69,110000,46.78017,97392,13.5193,AT,FALSE,TRUE,-1
70,22000,46.6107,15835,13.49164,AT,TRUE,TRUE,-1
71,3750,46.53436,2450,14.20432,AT,TRUE,TRUE,-2.02
72,10000,46.54273,5900,14.30594,AT,TRUE,TRUE,-2.03
73,2750,46.60546,1870,14.48754,AT,TRUE,TRUE,-2.04
74,3000,46.53886,1015,14.19042,AT,TRUE,TRUE,-2.03
75,7500,46.7388,7705,14.53441,AT,TRUE,TRUE,-2.07
76,7800,46.73854,2018,13.09934,AT,TRUE,TRUE,-6.95
77,13300,46.7546,657,13.26097,AT,TRUE,TRUE,-6.95
78,7200,48.20863,0,16.19541,AT,FALSE,TRUE,0
79,4500,48.18723,1800,14.83306,AT,TRUE,TRUE,-1
80,3700,48.14486,2891,14.47581,AT,TRUE,TRUE,-1
81,2000,48.09996,842,15.00129,AT,TRUE,TRUE,-1
82,150000,48.10976,126264,14.89574,AT,TRUE,TRUE,-1
83,8000,48.23099,6403,14.53676,AT,TRUE,TRUE,-1
84,16000,48.05861,12923,14.70647,AT,FALSE,TRUE,-1
85,8000,48.11508,3952,14.54662,AT,TRUE,TRUE,-1
86,4700,48.10262,2425,14.47728,AT,TRUE,TRUE,-1
87,3000,47.81008,1807,14.76744,AT,TRUE,TRUE,-1
88,15000,48.18113,14212,14.53797,AT,TRUE,TRUE,-1
89,2700,48.16804,1541,14.724,AT,TRUE,TRUE,-1
90,5000,47.9411,3031,14.85141,AT,TRUE,TRUE,-1
91,2750,47.93347,641,16.55477,AT,FALSE,TRUE,0
92,135000,48.03159,74211,16.82696,AT,TRUE,TRUE,0
93,15000,48.14517,11205,16.92879,AT,TRUE,TRUE,0
94,3000,48.11744,1842,16.86653,AT,FALSE,TRUE,0
95,2000,48.06493,0,16.96579,AT,FALSE,FALSE,0
96,5000,48.042,5842,16.10211,AT,TRUE,TRUE,0
97,45000,47.99522,45689,16.2664,AT,TRUE,TRUE,0
98,13720,47.97287,13136,16.41516,AT,TRUE,TRUE,0
99,8500,47.91153,8106,16.40181,AT,TRUE,TRUE,0
100,40000,48.00504,35244,16.35443,AT,TRUE,TRUE,0
101,105000,47.96934,65083,16.24464,AT,TRUE,TRUE,0
102,5000,48.01144,5447,16.00973,AT,TRUE,TRUE,0
103,4500,48.02005,3765,16.18418,AT,TRUE,TRUE,0
104,10000,47.94362,6271,16.49582,AT,TRUE,TRUE,0
105,6000,47.9845,2350,16.22658,AT,FALSE,TRUE,0
106,33000,48.03136,21360,16.3108,AT,TRUE,TRUE,0
107,50000,48.79622,33447,14.95844,AT,TRUE,TRUE,-1.32
108,2650,48.77569,3439,15.0159,AT,FALSE,TRUE,-1.32
109,2250,48.7408,748,15.0837,AT,FALSE,TRUE,-1.32
110,6750,48.94561,1531,15.04455,AT,FALSE,TRUE,0.2
111,4185,48.70672,1698,14.89303,AT,FALSE,TRUE,-1.32
112,8500,48.3635,4325,16.83245,AT,TRUE,TRUE,0
113,4000,48.46586,2563,16.80952,AT,FALSE,TRUE,0
114,12000,48.29376,12577,16.55856,AT,TRUE,TRUE,0
115,3700,48.46715,1602,16.86352,AT,FALSE,TRUE,0
116,2200,48.14098,1083,16.78863,AT,FALSE,TRUE,0
117,2700,48.18766,2350,16.89459,AT,TRUE,TRUE,0
118,2000,48.22025,344,16.86538,AT,TRUE,TRUE,0
119,10000,48.34733,10680,16.73636,AT,TRUE,TRUE,0
120,6000,48.45971,1495,16.62392,AT,FALSE,FALSE,0
121,30000,48.25935,16536,16.65381,AT,TRUE,TRUE,0
122,14000,48.36472,9875,16.71345,AT,TRUE,TRUE,0
123,13000,48.43827,6423,16.60799,AT,TRUE,TRUE,0
124,9000,48.59037,7277,16.83278,AT,TRUE,TRUE,0.66
125,144000,48.17908,145860,16.54924,AT,TRUE,TRUE,0
126,2000,48.20121,1031,16.77517,AT,TRUE,TRUE,0
127,5000,48.60649,3160,16.91513,AT,FALSE,TRUE,-0.51
128,3000,48.49488,1110,16.88577,AT,TRUE,TRUE,0
129,3700,48.21376,3311,16.83019,AT,FALSE,TRUE,0
130,6000,48.23189,3056,16.70877,AT,TRUE,TRUE,0
131,4200,48.25409,3311,16.92385,AT,FALSE,TRUE,0
132,2550,48.14641,2916,16.72204,AT,FALSE,FALSE,0
133,3200,48.37405,2604,16.74317,AT,TRUE,TRUE,0
134,2000,48.2518,1779,16.75596,AT,FALSE,TRUE,0
135,3000,48.34446,2528,16.78167,AT,FALSE,TRUE,0
136,9000,48.54768,5702,16.7815,AT,TRUE,TRUE,0.67
137,14240,48.60023,7583,16.0868,AT,TRUE,TRUE,0
138,12000,48.70644,2136,16.08643,AT,FALSE,TRUE,0.87
139,9860,48.71031,4731,16.19336,AT,FALSE,TRUE,0.85
140,5900,48.74165,2778,16.03124,AT,FALSE,TRUE,0.88
141,30000,48.5491,20435,16.07388,AT,TRUE,TRUE,0
142,5700,48.70033,2063,15.88149,AT,FALSE,FALSE,0
143,13477,48.7576,6753,15.97655,AT,TRUE,TRUE,0.89
144,2300,48.73719,1816,15.90001,AT,FALSE,TRUE,0
145,9200,48.56854,4592,15.93323,AT,TRUE,TRUE,0
146,4108,48.55453,8256,15.8881,AT,FALSE,FALSE,0
147,5400,48.70065,2865,15.99011,AT,FALSE,TRUE,0.88
148,11000,48.52941,6194,15.94381,AT,TRUE,TRUE,0
149,7000,48.59106,10341,15.65905,AT,FALSE,TRUE,-2.2
150,15000,48.6595,9468,15.90569,AT,TRUE,TRUE,0
151,6000,48.67714,3588,15.81863,AT,TRUE,TRUE,0
152,25000,48.66208,20395,15.66822,AT,FALSE,TRUE,0
153,6000,48.44359,5551,16.4263,AT,TRUE,TRUE,0
154,40000,48.33273,50555,16.33345,AT,FALSE,TRUE,0
155,4300,48.35788,3418,16.43922,AT,FALSE,TRUE,0
156,9000,48.42077,9868,16.16889,AT,TRUE,TRUE,0
157,6000,48.37003,6211,16.10858,AT,TRUE,TRUE,0
158,4600,48.38036,3257,16.37073,AT,TRUE,TRUE,0
159,2175,48.36488,1922,16.37593,AT,FALSE,TRUE,0
160,30000,48.38482,22306,16.22975,AT,TRUE,TRUE,0
161,55000,48.47016,21360,15.70376,AT,TRUE,TRUE,-2.2
162,5000,48.45261,3439,15.72054,AT,FALSE,TRUE,-2.2
163,4000,48.47631,2308,15.61735,AT,TRUE,TRUE,-2.2
164,3000,48.59485,1235,15.33949,AT,TRUE,TRUE,-2.2
165,2100,48.447,1344,15.60195,AT,FALSE,TRUE,-2.2
166,275000,48.40201,119310,15.6623,AT,FALSE,TRUE,-2.2
167,10000,48.0533,8794,15.63401,AT,FALSE,TRUE,0
168,3000,47.93002,1121,15.60789,AT,FALSE,TRUE,-3.2
169,3500,47.87542,1282,15.60047,AT,FALSE,TRUE,-3.2
170,12000,48.13616,5020,16.21374,AT,TRUE,TRUE,0
171,15000,48.03477,6551,16.2953,AT,TRUE,TRUE,0
172,27000,48.04304,11961,16.33514,AT,TRUE,TRUE,0
173,7200,48.06866,3763,16.36823,AT,TRUE,TRUE,0
174,130000,48.09646,63554,16.33105,AT,TRUE,TRUE,0
175,20000,48.11781,11214,16.35973,AT,TRUE,TRUE,0
176,3100,48.04032,2332,16.39436,AT,FALSE,TRUE,0
177,20000,48.16979,18049,15.09206,AT,TRUE,TRUE,-1
178,3000,48.25084,1405,15.35385,AT,FALSE,TRUE,-3.2
179,7000,48.15065,8671,15.26116,AT,TRUE,TRUE,-3.85
180,2800,48.07816,2179,15.31976,AT,TRUE,TRUE,-3.2
181,25000,48.21626,19749,15.26473,AT,FALSE,TRUE,-3.85
182,16800,48.21953,8010,15.23715,AT,TRUE,TRUE,-3.85
183,2000,48.15701,1744,15.42069,AT,TRUE,TRUE,-3.2
184,2000,48.10625,1602,15.41644,AT,FALSE,TRUE,-3.2
185,5000,48.21071,6878,15.39106,AT,FALSE,TRUE,-3.2
186,4800,48.11563,3364,15.33856,AT,TRUE,TRUE,-3.2
187,10000,48.23569,7476,15.33637,AT,FALSE,TRUE,-3.2
188,5270,48.31653,5554,15.21561,AT,TRUE,TRUE,-1.32
189,2400,48.20748,1203,15.3824,AT,FALSE,TRUE,-3.2
190,3420,48.27785,2163,15.0608,AT,FALSE,FALSE,-1
191,2016,48.64674,1400,16.79152,AT,TRUE,TRUE,0.31
192,2500,48.35765,1693,16.60111,AT,FALSE,TRUE,0
193,7300,48.76641,2118,16.66052,AT,TRUE,TRUE,0.48
194,20800,48.73126,20505,16.39326,AT,TRUE,TRUE,0.31
195,7000,48.39468,6387,16.50064,AT,FALSE,TRUE,0
196,5500,48.57647,2104,16.51076,AT,FALSE,TRUE,0.31
197,14000,48.54106,8330,16.51175,AT,TRUE,TRUE,0.32
198,15000,48.35856,16805,16.55912,AT,FALSE,TRUE,0
199,4350,48.3596,4242,16.47091,AT,TRUE,TRUE,0
200,2600,48.66881,1201,16.25374,AT,FALSE,TRUE,0.31
201,4000,48.63896,1587,16.73536,AT,TRUE,TRUE,0.31
202,3000,48.62009,961,16.83933,AT,FALSE,TRUE,0.31
203,6000,48.69973,2604,16.70357,AT,TRUE,TRUE,0.3
204,25000,48.57092,17391,16.61197,AT,TRUE,TRUE,0.32
205,3000,48.72295,717,16.47784,AT,TRUE,TRUE,0.31
206,2000,48.76962,937,16.57907,AT,TRUE,TRUE,0.48
207,19800,48.65274,6728,16.68857,AT,FALSE,TRUE,0.31
208,2000,48.64235,3171,16.91008,AT,FALSE,TRUE,-0.74
209,4000,48.71782,1790,16.73802,AT,TRUE,TRUE,0.3
210,3000,48.65905,1886,16.29276,AT,TRUE,TRUE,0.31
211,5000,48.75624,1816,16.48895,AT,FALSE,TRUE,0.49
212,4000,48.60104,2552,16.69909,AT,FALSE,TRUE,0.31
213,9150,47.62445,7173,16.12909,AT,TRUE,TRUE,0
214,32000,47.71921,39641,16.0477,AT,FALSE,TRUE,0
215,40000,47.67577,27234,15.96126,AT,FALSE,TRUE,0
216,16000,47.59335,11118,16.11146,AT,TRUE,TRUE,0
217,6500,47.68784,3292,16.13284,AT,TRUE,TRUE,0
218,180000,48.3645,151711,15.76486,AT,TRUE,TRUE,0
219,47000,48.22378,21813,15.9221,AT,TRUE,TRUE,0
220,30000,48.21244,27768,15.49953,AT,TRUE,TRUE,-3.2
221,15300,48.23876,10594,15.75693,AT,TRUE,TRUE,0
222,2600,47.98752,1228,15.34941,AT,FALSE,TRUE,-3.2
223,8000,48.25524,8502,15.57667,AT,FALSE,TRUE,-3.2
224,2500,48.16057,3044,15.69684,AT,FALSE,TRUE,0
225,20000,48.07609,19064,15.14242,AT,TRUE,TRUE,-3.85
226,10500,48.07145,5576,15.07636,AT,TRUE,TRUE,-1
227,64500,48.13887,23385,15.1539,AT,TRUE,TRUE,-3.85
228,7000,47.8123,1880,14.93087,AT,TRUE,TRUE,-3.85
229,4000,47.99234,2042,15.02266,AT,FALSE,TRUE,-1
230,5500,47.94176,0,15.10884,AT,FALSE,FALSE,-3.85
231,3000,47.87215,1655,15.13988,AT,FALSE,FALSE,-3.85
232,5000,47.85549,3898,15.02166,AT,FALSE,TRUE,-3.85
233,2500,48.07228,1762,15.2193,AT,FALSE,TRUE,-3.85
234,2110,48.40334,2208,15.99124,AT,FALSE,TRUE,0
235,3500,48.29268,1809,15.91375,AT,FALSE,TRUE,0
236,14000,48.44304,10247,15.99173,AT,TRUE,TRUE,0
237,10000,48.30802,5357,16.13582,AT,TRUE,TRUE,0
238,20000,48.34132,10039,16.21677,AT,TRUE,TRUE,0
239,20000,48.2908,23066,16.0003,AT,TRUE,TRUE,0
240,17000,48.3815,10189,15.87967,AT,TRUE,TRUE,0
241,15000,48.40005,7604,15.80171,AT,TRUE,TRUE,0
242,2000,48.31306,5425,16.01521,AT,FALSE,TRUE,0
243,27000,48.33434,26913,16.07461,AT,FALSE,TRUE,0
244,8000,48.34537,2990,15.92109,AT,FALSE,TRUE,0
245,83300,47.89156,72318,15.9848,AT,TRUE,TRUE,0
246,60000,47.90629,44856,16.26439,AT,TRUE,TRUE,0
247,32000,47.82267,14149,16.18764,AT,TRUE,TRUE,0
248,6000,47.50538,4016,16.24059,AT,TRUE,TRUE,-2.82
249,230000,47.83469,106656,16.27807,AT,FALSE,TRUE,0
250,16000,48.82022,12460,15.29745,AT,TRUE,TRUE,-2.2
251,7500,48.80018,6141,15.41873,AT,FALSE,TRUE,0
252,2700,48.87893,940,15.41678,AT,TRUE,TRUE,0
253,3350,48.84213,1549,15.50062,AT,FALSE,TRUE,0
254,2070,48.85541,1175,15.29359,AT,FALSE,TRUE,0
255,4500,48.75378,3979,15.19055,AT,TRUE,TRUE,-1.32
256,2450,48.77053,908,15.28215,AT,FALSE,TRUE,-1.32
257,325000,48.13488,180416,16.54314,AT,TRUE,TRUE,0
258,7000,48.21749,8523,16.16497,AT,TRUE,TRUE,0
259,7000,48.02486,4966,16.50221,AT,FALSE,TRUE,0
260,20000,48.09209,11388,16.44133,AT,FALSE,TRUE,0
261,47500,48.29479,21502,16.34169,AT,FALSE,TRUE,0
262,3000,48.01831,1997,16.47169,AT,FALSE,TRUE,0
263,2400,48.02618,43,16.42988,AT,FALSE,TRUE,0
264,23000,48.18568,14172,16.12418,AT,TRUE,TRUE,0
265,31000,47.97198,12115,14.76144,AT,FALSE,TRUE,-1
266,7500,48.72279,1143,15.32834,AT,FALSE,TRUE,-2.2
267,3100,48.61294,2258,15.50004,AT,FALSE,TRUE,-2.2
268,4800,48.57391,1503,14.97148,AT,FALSE,TRUE,-1.32
269,2500,48.37416,2328,15.15613,AT,FALSE,TRUE,-1.32
270,2000,48.74863,1592,15.2673,AT,FALSE,TRUE,-1.32
271,45000,48.61326,42578,15.18571,AT,FALSE,TRUE,-1.32
272,2500,48.26738,1015,16.71371,AT,FALSE,TRUE,0
273,2600,48.43138,534,15.20543,AT,TRUE,TRUE,-1.32
274,3300,48.04677,427,16.95635,AT,FALSE,TRUE,0
275,5500,47.94093,3524,15.12756,AT,TRUE,TRUE,-3.85
276,5000,48.46052,1700,16.24481,AT,TRUE,TRUE,0
277,140000,48.06439,79498,14.4342,AT,TRUE,TRUE,-1
278,16900,48.26025,9880,13.21181,AT,TRUE,TRUE,4
279,11000,48.19046,9008,13.30085,AT,TRUE,TRUE,1.4
280,38500,48.26558,32323,13.05906,AT,TRUE,TRUE,4
281,9522,48.07096,3959,12.9814,AT,TRUE,TRUE,4
282,2500,48.04698,1895,12.91708,AT,TRUE,TRUE,4
283,4000,48.17238,2546,13.1265,AT,TRUE,TRUE,4
284,4500,48.14775,1732,13.19689,AT,TRUE,TRUE,4
285,45000,48.12578,34376,13.13285,AT,TRUE,TRUE,4
286,8000,48.20245,5287,13.1141,AT,TRUE,TRUE,4
287,10000,48.04442,8182,12.82545,AT,TRUE,TRUE,4
288,6067,48.23244,3840,13.27302,AT,TRUE,TRUE,1.4
289,205600,48.36247,131000,14.01559,AT,TRUE,TRUE,-1
290,48000,48.32351,33184,14.04812,AT,TRUE,TRUE,-1
291,30000,48.49503,26253,14.5075,AT,TRUE,TRUE,-1
292,3600,48.416,2031,14.61431,AT,TRUE,TRUE,-1
293,3200,48.43133,2050,14.53969,AT,TRUE,TRUE,-1
294,5000,48.39551,2252,14.82922,AT,TRUE,TRUE,-1
295,3500,48.53293,2065,14.82683,AT,TRUE,TRUE,-1
296,2000,48.42013,1280,14.4762,AT,TRUE,TRUE,-1
297,4000,48.34639,1412,14.72267,AT,TRUE,TRUE,-1
298,21500,48.35355,10572,14.52652,AT,TRUE,TRUE,-1
299,2500,48.4935,1521,14.57479,AT,TRUE,TRUE,-1
300,7000,48.32261,3712,14.63093,AT,TRUE,TRUE,-1
301,4200,48.42937,2316,14.77819,AT,TRUE,TRUE,-1
302,2800,48.35437,2366,14.4621,AT,TRUE,TRUE,-1
303,700,48.47512,448,14.72851,AT,FALSE,FALSE,-1
304,22000,47.66679,15569,13.60884,AT,TRUE,TRUE,4
305,100000,47.725,35220,13.64875,AT,TRUE,TRUE,1.37
306,12000,47.81239,8452,13.78241,AT,TRUE,TRUE,1.52
307,96000,47.9418,63915,13.8029,AT,TRUE,TRUE,1.62
308,12500,47.91696,4384,13.97822,AT,TRUE,TRUE,-1
309,17000,48.01795,13052,13.91073,AT,TRUE,TRUE,-1
310,6700,48.15655,3618,13.76582,AT,TRUE,TRUE,1.75
311,4700,48.19244,3000,13.65443,AT,TRUE,TRUE,1.67
312,5625,48.22465,3952,13.73526,AT,TRUE,TRUE,-1
313,5000,48.3854,5095,13.75476,AT,TRUE,TRUE,-1
314,10750,48.27393,8792,13.73888,AT,TRUE,TRUE,-1
315,3800,48.25492,1890,13.59233,AT,TRUE,TRUE,1.65
316,25000,48.35568,19692,13.87198,AT,TRUE,TRUE,-1
317,65000,48.24159,41155,13.96854,AT,TRUE,TRUE,-1
318,4500,48.19115,2824,13.70822,AT,TRUE,TRUE,1.72
319,9000,47.70928,2282,14.16593,AT,TRUE,TRUE,-1
320,8000,47.89459,5375,14.25599,AT,TRUE,TRUE,-1
321,3917,47.96379,2698,13.99735,AT,TRUE,TRUE,-1
322,4000,48.05245,2138,14.06786,AT,TRUE,TRUE,-1
323,5000,47.98116,3666,14.27568,AT,TRUE,TRUE,-1
324,45000,48.00617,22305,14.11891,AT,TRUE,TRUE,-1
325,15000,47.72326,10629,14.30264,AT,TRUE,TRUE,-1
326,950000,48.23703,705128,14.41178,AT,TRUE,TRUE,-1
327,2000,48.14744,0,14.46791,AT,FALSE,TRUE,-1
328,26000,48.15205,16916,14.23062,AT,TRUE,TRUE,-1
329,7500,48.23223,3946,14.87601,AT,TRUE,TRUE,-1
330,7700,48.29398,5343,14.47705,AT,TRUE,TRUE,-1
331,3000,48.25379,1786,14.81921,AT,TRUE,TRUE,-1
332,28500,48.23429,17199,14.55847,AT,TRUE,TRUE,-1
333,4000,48.31178,4189,14.81579,AT,TRUE,TRUE,-1
334,25000,48.23314,23442,14.64683,AT,TRUE,TRUE,-1
335,2500,48.35075,1166,14.90589,AT,TRUE,TRUE,-1
336,12700,48.19946,8375,14.80153,AT,TRUE,TRUE,-1
337,3750,48.26463,1983,14.95584,AT,FALSE,TRUE,-1
338,2000,48.36172,1280,13.40719,AT,FALSE,TRUE,-1
339,8000,48.16757,5480,13.55841,AT,TRUE,TRUE,1.58
340,1400,48.3167,896,13.51636,AT,FALSE,TRUE,-1
341,4800,48.1594,2927,13.42076,AT,TRUE,TRUE,1.46
342,4000,48.18808,1264,13.33792,AT,FALSE,TRUE,1.42
343,6000,48.33073,3387,13.3464,AT,FALSE,TRUE,1.52
344,25000,48.32544,16911,13.43091,AT,TRUE,TRUE,1.58
345,3000,48.16088,1686,13.48197,AT,TRUE,TRUE,1.51
346,79700,48.22535,49800,13.48073,AT,TRUE,TRUE,1.56
347,9000,48.63352,7339,13.97579,AT,TRUE,TRUE,-1
348,2300,48.47494,1033,13.96548,AT,TRUE,TRUE,-1
349,3000,48.49686,1248,13.93594,AT,TRUE,TRUE,-1
350,31000,48.51778,16315,14.03399,AT,TRUE,TRUE,-1
351,5000,48.58738,5829,13.98113,AT,TRUE,TRUE,-1
352,5000,48.46799,2744,13.79912,AT,TRUE,TRUE,-1
353,2800,48.4943,2248,13.90302,AT,TRUE,TRUE,-1
354,2500,48.47901,1324,13.99965,AT,FALSE,TRUE,-1
355,3000,48.44639,1473,14.09054,AT,TRUE,TRUE,-1
356,4170,48.60567,1869,13.90824,AT,TRUE,TRUE,-1
357,2500,48.46811,1861,14.17863,AT,TRUE,TRUE,-1
358,4000,48.53172,2560,13.92058,AT,TRUE,TRUE,-1
359,6700,48.66503,5694,13.93023,AT,TRUE,TRUE,-1
360,6000,48.38201,5266,13.57153,AT,TRUE,TRUE,-1
361,3500,48.49602,2240,13.74106,AT,TRUE,TRUE,-1
362,2500,48.43699,1934,13.65478,AT,TRUE,TRUE,-1
363,4350,48.49154,3257,13.57716,AT,FALSE,TRUE,-1
364,3510,48.35565,3327,13.63319,AT,TRUE,TRUE,-1
365,27000,48.46419,13736,13.43375,AT,TRUE,TRUE,-1
366,5500,48.40795,3520,13.43591,AT,FALSE,TRUE,-1
367,8000,48.41327,4490,13.52072,AT,TRUE,TRUE,-1
368,9500,48.32031,7853,13.63012,AT,TRUE,TRUE,-1
369,22000,48.05077,13612,14.208,AT,TRUE,TRUE,-1
370,8200,47.85336,6310,14.64457,AT,TRUE,TRUE,-1
371,4550,47.88436,3483,14.54197,AT,TRUE,TRUE,-1
372,4310,47.93107,1691,14.39614,AT,TRUE,TRUE,-1
373,4200,47.90615,2311,14.44898,AT,TRUE,TRUE,-1
374,3800,47.95193,2755,14.35956,AT,TRUE,TRUE,-1
375,10000,48.49538,7104,14.30227,AT,TRUE,TRUE,-1
376,22833,48.34174,15451,14.45204,AT,TRUE,TRUE,-1
377,2567,48.44882,1515,14.36291,AT,TRUE,TRUE,-1
378,2000,48.54237,1280,14.39477,AT,TRUE,TRUE,-1
379,2300,48.51339,1472,14.36267,AT,TRUE,TRUE,-1
380,5500,48.45972,3330,14.26811,AT,TRUE,TRUE,-1
381,6600,48.06979,4801,13.57081,AT,TRUE,TRUE,1.52
382,76000,48.01603,47267,13.74758,AT,TRUE,TRUE,1.64
383,10000,47.99096,9361,13.45619,AT,TRUE,TRUE,1.38
384,70000,48.02173,43486,13.53431,AT,TRUE,TRUE,1.46
385,65000,47.96748,41467,13.60874,AT,TRUE,TRUE,1.49
386,35000,47.83898,17250,13.35561,AT,TRUE,TRUE,4
387,5500,47.9876,4173,13.38527,AT,TRUE,TRUE,1.32
388,50000,48.05548,24994,13.79244,AT,TRUE,TRUE,1.7
389,33000,48.09507,19911,13.92337,AT,TRUE,TRUE,-1
390,160000,48.18259,122529,14.13896,AT,TRUE,TRUE,-1
391,2000,48.15884,1280,13.85286,AT,TRUE,TRUE,-1
392,2300,48.10907,1627,14.12568,AT,TRUE,TRUE,-1
393,30000,47.65466,20563,13.12284,AT,TRUE,TRUE,4
394,5700,47.53751,1395,13.42312,AT,TRUE,TRUE,4
395,2400,47.58314,1420,13.44939,AT,TRUE,TRUE,4
396,12088,47.59275,8125,13.32152,AT,TRUE,TRUE,4
397,15000,47.9444,13880,13.20863,AT,TRUE,TRUE,4
398,680000,47.85951,493333,13.00328,AT,TRUE,TRUE,4
399,40000,47.9816,14841,13.08709,AT,TRUE,TRUE,4
400,35000,47.88557,27963,13.12161,AT,TRUE,TRUE,4
401,24000,47.99374,18234,12.87088,AT,TRUE,TRUE,4
402,23500,47.83846,10249,13.27496,AT,TRUE,TRUE,4
403,19500,47.94621,0,12.92126,AT,FALSE,FALSE,4
404,6750,47.75929,4060,13.23095,AT,TRUE,TRUE,4
405,4000,47.48267,3384,13.19281,AT,TRUE,TRUE,4
406,63000,47.38777,38794,13.49593,AT,TRUE,TRUE,4
407,40000,47.27996,20306,12.39773,AT,FALSE,TRUE,-6.42
408,24500,47.6638,9492,12.75433,AT,TRUE,TRUE,4
