,Capacity,Latitude,LoadEntering,Longitude,Member State,NRemoval,PRemoval
6776,15100.0,41.7057,15075.0,16.0595,IT,False,False
6777,3900.0,41.1673,3850.0,15.2529,IT,False,False
6778,11750.0,41.6976,18554.0,15.9597,IT,False,False
6779,7500.0,41.6963,4195.0,15.9694,IT,False,False
6780,3261.0,41.2757,3014.0,15.2587,IT,False,False
6781,17740.0,41.3407,23512.0,15.7102,IT,True,False
6782,4000.0,41.2223,2434.0,15.2803,IT,False,False
6783,18000.0,41.9486,9107.0,16.0116,IT,True,False
6784,3497.0,41.5376,4606.0,15.1292,IT,True,False
6785,3200.0,41.6697,1597.0,15.5967,IT,True,False
6786,6240.0,41.9249,16190.0,15.8708,IT,True,False
6787,2800.0,41.3699,2772.0,15.088,IT,False,False
6788,13750.0,41.2837,13612.0,16.0721,IT,False,False
6789,24700.0,41.6975,42478.0,15.7141,IT,True,False
6790,10937.0,41.7093,23286.0,15.6459,IT,False,False
6791,3200.0,41.5183,2636.0,15.0127,IT,False,False
6792,20306.0,41.8457,27358.0,15.5636,IT,True,True
6793,8600.0,41.7301,8537.0,15.2651,IT,False,False
6794,88000.0,41.6682,104227.0,15.4059,IT,True,False
6795,7000.0,41.7967,6917.0,15.1629,IT,True,False
6796,5075.0,41.2909,6601.0,15.7665,IT,True,False
6797,5022.0,41.2619,7823.0,15.7331,IT,True,False
6798,11600.0,41.3622,20604.0,16.0851,IT,True,False
6799,7802.0,41.3593,5537.0,15.3224,IT,False,False
6800,9100.0,41.8992,13264.0,15.9509,IT,True,False
6801,22133.0,41.8824,35428.0,16.1855,IT,True,False
6802,2589.0,41.323,1942.0,15.6239,IT,True,False
6803,6500.0,41.4501,3440.0,15.9704,IT,False,False
6805,12449.0,40.7798,16762.0,17.2498,IT,True,False
6806,70957.0,40.8167,86470.0,16.5846,IT,False,False
6807,109314.0,41.2449,81379.0,16.2766,IT,True,False
6808,389000.0,41.0932,413050.0,16.9165,IT,True,False
6809,242000.0,41.1251,375488.0,16.8121,IT,True,False
6810,92305.0,41.3257,128062.0,16.2494,IT,True,False
6811,67579.0,41.2361,84000.0,16.5196,IT,True,False
6812,56700.0,41.1033,75365.0,16.7065,IT,True,False
6813,31535.0,41.2301,47152.0,16.0393,IT,False,False
6814,1000.0,41.2197,1000.0,16.0803,IT,False,False
6815,16801.0,40.9883,23431.0,16.9276,IT,False,False
6816,12432.0,40.8994,20082.0,16.7762,IT,False,False
6818,24037.0,40.979,33994.0,17.1113,IT,True,False
6819,45717.0,41.1567,38051.0,16.4244,IT,True,False
6820,41395.0,40.8037,31411.0,16.9348,IT,True,False
6821,64000.0,41.1773,31474.0,16.6854,IT,True,False
6822,40220.0,40.8063,55825.0,16.4183,IT,True,False
6823,14069.0,40.764,8903.0,17.3318,IT,False,False
6824,10106.0,41.095,15378.0,16.0698,IT,True,True
6825,26623.0,41.0521,42086.0,17.1038,IT,False,True
6826,63945.0,41.2062,83107.0,16.5733,IT,False,False
6827,55000.0,40.9653,54991.0,17.282,IT,True,False
6828,22500.0,40.7908,22163.0,17.081,IT,False,False
6829,2500.0,40.9206,2529.0,16.2506,IT,True,False
6830,21500.0,40.9907,21303.0,17.2354,IT,True,False
6831,28097.0,40.8473,41783.0,17.1092,IT,True,False
6832,69000.0,41.1575,68836.0,16.5214,IT,True,False
6833,11250.0,40.8962,11156.0,16.9581,IT,True,False
6834,30000.0,40.7963,28948.0,16.7757,IT,False,False
6835,1274.0,40.9703,4813.0,16.0817,IT,False,False
6836,8000.0,40.9708,7883.0,16.0812,IT,True,False
6837,53241.0,41.2829,81994.0,16.4083,IT,True,False
6838,11500.0,40.9342,17451.0,17.0023,IT,True,False
6840,24500.0,40.6246,24174.0,16.943,IT,True,False
6841,60000.0,40.4761,15815.0,16.9232,IT,True,False
6842,15500.0,40.5929,15556.0,17.2249,IT,True,False
6843,3521.0,40.4226,4397.0,17.3784,IT,True,False
6844,22500.0,40.5554,23509.0,16.7772,IT,True,False
6845,51640.0,40.4189,12556.0,16.8605,IT,False,False
6846,14930.0,40.6133,13274.0,16.8017,IT,True,True
6847,24696.0,40.3711,23371.0,17.4341,IT,True,True
6848,29900.0,40.3981,20839.0,17.6542,IT,False,False
6849,47023.0,40.7228,44833.0,17.3252,IT,True,False
6850,18000.0,40.3134,9046.0,17.5757,IT,True,False
6851,31148.0,40.5684,39184.0,17.1112,IT,False,False
6852,37430.0,40.4945,62000.0,17.3894,IT,True,False
6854,18500.0,40.6338,18400.0,17.053,IT,True,True
6855,10000.0,40.6013,8721.0,16.9718,IT,True,False
6856,15830.0,40.5693,20948.0,17.0425,IT,True,False
6857,16632.0,40.5173,2647.0,17.0567,IT,True,False
6858,21819.0,40.4709,19721.0,17.3859,IT,True,False
6859,116723.0,40.4977,85300.0,17.1829,IT,False,False
6860,100000.0,40.4288,226667.0,17.2553,IT,False,False
6861,10000.0,40.3238,8994.0,17.4901,IT,True,False
6862,93013.0,40.6353,83190.0,17.9806,IT,True,False
6865,11996.0,40.714,62126.0,17.6641,IT,False,False
6866,31500.0,40.6323,31304.0,17.5396,IT,False,False
6867,12203.0,40.7345,7859.0,17.4335,IT,True,False
6869,25845.0,40.8471,41690.0,17.4345,IT,True,False
6870,36686.0,40.5402,43686.0,17.5738,IT,True,False
6871,21000.0,40.562,20976.0,17.7233,IT,True,False
6872,29081.0,40.5684,38008.0,17.8023,IT,False,False
6873,15427.0,40.4904,24800.0,17.6575,IT,True,False
6874,32810.0,40.7722,61276.0,17.5961,IT,True,False
6875,7700.0,40.4399,7512.0,17.9145,IT,False,False
6876,5990.0,40.6244,5870.0,17.6336,IT,False,False
6877,10527.0,40.4246,12498.0,17.8633,IT,True,False
6878,21978.0,40.49,28093.0,18.0106,IT,True,False
6879,19000.0,40.6672,13922.0,17.7105,IT,False,False
6880,5283.0,40.5144,9500.0,18.0751,IT,True,False
6881,19957.0,40.4509,11787.0,17.761,IT,False,False
6882,9700.0,40.5737,9700.0,17.4739,IT,True,False
6884,10000.0,40.1357,9123.0,18.1332,IT,True,False
6887,41902.0,40.0047,56538.0,18.1421,IT,False,False
6888,39237.0,39.8204,1397.0,18.3439,IT,True,False
6889,9000.0,40.0821,8806.0,18.1531,IT,True,False
6890,68173.0,40.2411,3509.0,18.0384,IT,False,False
6891,18500.0,39.8733,9327.0,18.3792,IT,True,False
6892,9633.0,40.1246,6647.0,18.2151,IT,False,False
6893,34096.0,40.1853,26326.0,18.1892,IT,True,False
6894,17996.0,40.1578,15723.0,18.0643,IT,True,False
6895,80000.0,40.0679,35112.0,18.0252,IT,True,False
6896,120000.0,40.3655,124165.0,18.2249,IT,False,False
6897,30291.0,40.3055,1500.0,18.2243,IT,True,False
6898,84062.0,40.1272,63953.0,18.2773,IT,True,False
6899,11090.0,40.0351,8761.0,18.1321,IT,False,False
6900,27500.0,40.2974,27303.0,18.3829,IT,True,False
6901,9836.0,39.9924,1725.0,18.3172,IT,True,False
6902,8870.0,39.8419,2917.0,18.2963,IT,True,False
6903,31627.0,40.1935,25326.0,17.9672,IT,True,False
6904,7000.0,40.1122,5080.0,18.1272,IT,True,False
6905,10932.0,40.3715,10144.0,18.0379,IT,False,False
6906,15341.0,40.1528,6211.0,18.4835,IT,False,False
6907,9750.0,40.0517,9262.0,18.1339,IT,False,False
6908,6158.0,40.0414,8343.0,18.3771,IT,False,False
6909,9000.0,39.8766,15050.0,18.2917,IT,False,False
6910,27500.0,40.4038,27598.0,17.9883,IT,False,False
6911,44411.0,40.3164,33640.0,18.1581,IT,True,False
6913,4178.0,40.1504,4178.0,18.211,IT,False,False
6914,5850.0,39.941,5840.0,18.3063,IT,False,False
6915,30033.0,40.4426,11854.0,18.0566,IT,True,False
6916,16070.0,40.0129,6053.0,18.2679,IT,True,False
6918,30500.0,39.9951,8153.0,18.073,IT,True,True
6919,17751.0,39.9259,9179.0,18.3711,IT,True,False
6921,25000.0,40.0898,21702.0,18.4698,IT,False,False
6923,45000.0,43.7796,15000.0,7.65383,IT,False,False
6924,70000.0,43.8156,70000.0,7.83232,IT,False,False
6925,3000.0,43.8776,2000.0,7.77983,IT,False,False
6926,15000.0,43.8466,3700.0,7.94965,IT,False,False
6927,30000.0,43.903,7000.0,8.07631,IT,False,False
6928,4000.0,43.9238,3250.0,8.07423,IT,False,False
6929,3500.0,43.898,3500.0,7.96033,IT,False,False
6930,60000.0,43.8857,40000.0,8.0371,IT,False,False
6931,15000.0,43.8004,4000.0,7.71154,IT,False,False
6932,2500.0,43.9265,2600.0,7.64934,IT,False,False
6933,45000.0,43.8314,25000.0,7.86143,IT,False,False
6934,20000.0,43.9197,4800.0,8.10742,IT,False,False
6935,52934.0,43.7851,43000.0,7.62861,IT,False,False
6937,3200.0,44.375,5492.0,8.19816,IT,False,False
6938,2000.0,44.0488,2025.0,8.14524,IT,False,False
6939,57000.0,44.1676,15693.0,8.3432,IT,False,False
6940,222428.0,44.288,228651.0,8.44061,IT,False,False
6941,90000.0,44.4593,30601.0,8.30717,IT,True,True
6942,5000.0,44.3955,3860.0,8.17772,IT,False,False
6946,5000.0,44.1603,2255.0,8.32331,IT,False,False
6947,140000.0,44.1153,21123.0,8.23875,IT,False,False
6948,2000.0,44.1677,2156.0,8.27455,IT,False,False
6949,70000.0,44.1534,10103.0,8.28438,IT,False,False
6950,60000.0,43.9516,7450.0,8.15449,IT,False,False
6951,30000.0,44.397,15000.0,8.6873,IT,False,False
6952,16000.0,44.3803,6000.0,8.63652,IT,False,False
6954,16000.0,44.359,5400.0,9.15193,IT,False,False
6955,7000.0,44.359,2800.0,9.50853,IT,False,False
6956,220000.0,44.4136,220000.0,8.9198,IT,False,False
6957,40000.0,44.3058,18000.0,9.33586,IT,False,False
6958,17000.0,44.3896,3000.0,8.66453,IT,False,False
6959,40000.0,44.4233,40000.0,8.82193,IT,False,False
6960,30000.0,44.2662,15000.0,9.39176,IT,False,False
6961,61500.0,44.4249,61500.0,8.76337,IT,False,False
6962,33000.0,44.3222,33000.0,9.3032,IT,False,False
6963,36000.0,44.359,17500.0,9.21594,IT,False,False
6964,23000.0,44.359,16800.0,9.13859,IT,False,False
6965,300000.0,44.3932,310000.0,8.95034,IT,False,False
6966,68000.0,44.3847,75000.0,9.00891,IT,False,False
6967,90000.0,44.3477,30000.0,9.23433,IT,False,False
6968,38000.0,44.2589,11000.0,9.41852,IT,False,False
6969,44000.0,44.6218,15000.0,8.95201,IT,False,False
6970,130000.0,44.4164,130000.0,8.84801,IT,False,False
6972,125000.0,44.4132,125000.0,8.8786,IT,False,False
6973,3500.0,44.1615,2000.0,9.75733,IT,True,False
6974,5000.0,44.1397,3000.0,9.91124,IT,False,False
6975,21000.0,44.0994,17000.0,9.96125,IT,True,False
6976,40000.0,44.0805,36000.0,9.96147,IT,False,False
6977,10000.0,44.1583,9500.0,9.88437,IT,True,False
6978,7000.0,44.0581,7000.0,10.0252,IT,False,False
6979,11000.0,44.1638,4943.0,9.8682,IT,True,False
6980,7500.0,44.0701,3145.0,10.0074,IT,False,False
6981,7000.0,42.3218,3800.0,13.4361,IT,False,False
6982,1500.0,42.3181,1570.0,13.587,IT,True,True
6983,600.0,42.3249,600.0,13.5279,IT,False,False
6984,3000.0,42.2945,3000.0,13.495,IT,True,True
6985,2000.0,42.323,2000.0,13.4697,IT,False,False
6986,48000.0,42.3523,48000.0,13.3713,IT,True,True
6987,9012.0,44.17276,4690.0,9.59403,IT,False,False
6988,38000.0,42.3394,48000.0,13.3952,IT,False,False
6989,2500.0,42.2934,2670.0,13.5378,IT,True,True
6990,35000.0,42.0239,35000.0,13.4378,IT,True,True
6991,3000.0,41.8069,2500.0,13.5575,IT,True,True
6992,6000.0,42.0958,3720.0,13.0869,IT,True,True
6993,1500.0,42.085,1000.0,13.4403,IT,True,True
6994,2000.0,42.0506,2000.0,13.5997,IT,True,True
6995,2500.0,42.0289,2000.0,13.3811,IT,True,True
6996,10000.0,42.0817,8000.0,13.55,IT,True,True
6997,1000.0,41.9864,600.0,13.64,IT,True,True
6998,1000.0,42.1111,530.0,13.0528,IT,True,True
6999,600.0,42.0819,300.0,13.0956,IT,False,False
7000,3000.0,41.9544,2500.0,13.6833,IT,True,True
7001,1500.0,42.1431,100.0,13.2533,IT,True,True
7002,1000.0,42.1511,350.0,13.1153,IT,True,True
7003,1200.0,42.0625,1112.0,13.37,IT,True,True
7004,6000.0,41.9661,5817.0,13.475,IT,True,True
7005,10000.0,42.09,5700.0,13.3572,IT,True,True
7006,1800.0,42.05,1800.0,13.4856,IT,True,True
7007,6000.0,42.0225,4500.0,13.6392,IT,True,True
7008,4000.0,42.0731,2500.0,13.5247,IT,True,True
7009,5000.0,42.00361,4000.0,13.60945,IT,True,True
7010,3000.0,42.0711,1588.0,13.3542,IT,True,True
7011,9000.0,42.0692,4250.0,13.2664,IT,True,True
7012,6500.0,41.9661,5800.0,13.5372,IT,True,True
7013,800.0,41.965,700.0,13.5236,IT,True,True
7014,3000.0,42.0331,800.0,13.3169,IT,True,True
7015,66000.0,42.6775,45000.0,13.7474,IT,False,False
7016,15000.0,42.7104,10000.0,13.81,IT,False,False
7017,40000.0,42.8949,40000.0,13.9178,IT,False,False
7018,80000.0,42.8354,64000.0,13.9087,IT,False,False
7019,42000.0,42.7818,12000.0,13.9414,IT,False,False
7020,44000.0,42.7414,44000.0,13.9797,IT,False,False
7021,90000.0,42.648,48000.0,14.0272,IT,False,False
7022,5350.0,42.8242,4750.0,13.7289,IT,False,False
7023,12000.0,42.6613,9000.0,13.8985,IT,False,False
7024,7500.0,42.8102,7500.0,13.826,IT,False,False
7025,4000.0,42.73,3900.0,13.9048,IT,False,False
7026,9000.0,42.5845,9000.0,13.6471,IT,False,False
7027,5000.0,42.6234,5000.0,13.862,IT,False,False
7028,3500.0,42.7041,4500.0,13.8508,IT,False,False
7030,10000.0,42.7263,7500.0,13.7001,IT,False,False
7031,5350.0,42.8154,4750.0,13.6979,IT,False,False
7032,4200.0,42.7228,5500.0,13.9524,IT,False,False
7033,4000.0,42.7383,3800.0,13.8877,IT,False,False
7034,4000.0,42.7073,3800.0,13.9123,IT,False,False
7035,3000.0,42.643,3000.0,13.9616,IT,False,False
7036,4000.0,42.6146,3500.0,13.747,IT,False,False
7037,1500.0,42.6087,1500.0,13.7607,IT,False,False
7038,1500.0,42.6114,1500.0,13.7529,IT,False,False
7039,10000.0,42.5153,9000.0,13.6656,IT,False,False
7042,5000.0,42.7842,5500.0,13.8051,IT,False,False
7043,2500.0,42.3072,3500.0,14.4091,IT,False,False
7044,2000.0,42.3855,2000.0,14.3553,IT,False,False
7045,12000.0,42.187,12000.0,14.6456,IT,False,False
7046,12200.0,42.1239,10000.0,14.3279,IT,False,False
7047,7000.0,42.0792,5000.0,14.6804,IT,False,False
7048,32500.0,42.1647,25000.0,14.7125,IT,True,False
7049,140000.0,42.16,35900.0,14.4481,IT,False,False
7050,3000.0,42.0837,2000.0,14.4572,IT,False,False
7051,2000.0,42.063,2000.0,14.4559,IT,False,False
7052,3000.0,42.1177,2500.0,14.3661,IT,False,False
7053,2000.0,42.0734,2000.0,14.4378,IT,False,False
7054,2000.0,42.2106,2000.0,14.2134,IT,False,False
7055,9000.0,42.2333,7500.0,14.536,IT,False,False
7056,5000.0,42.1973,2500.0,14.2327,IT,False,False
7057,4500.0,42.1975,500.0,14.2329,IT,False,False
7058,6000.0,42.196,2000.0,14.2125,IT,False,False
7059,2500.0,42.2233,2500.0,14.2841,IT,False,False
7060,2800.0,42.2372,800.0,14.2882,IT,False,False
7061,2000.0,42.3963,2000.0,14.3239,IT,False,False
7062,37100.0,42.3619,30000.0,14.3985,IT,False,False
7063,4000.0,42.1377,2500.0,14.5918,IT,False,False
7064,30000.0,42.2448,30000.0,14.3799,IT,False,False
7065,156000.0,42.0556,100000.0,14.3325,IT,True,False
7066,9000.0,42.2996,8000.0,14.4406,IT,False,False
7067,2800.0,42.3591,2500.0,14.3392,IT,False,False
7068,25000.0,42.0777,3300.0,14.6013,IT,False,False
7069,9000.0,42.2439,9000.0,14.4259,IT,True,False
7070,4000.0,42.0116,4000.0,14.0437,IT,False,False
7071,3200.0,42.0097,3200.0,14.0267,IT,False,False
7072,7000.0,41.7983,7000.0,14.1147,IT,True,True
7073,2000.0,42.1331,2000.0,13.7333,IT,False,False
7074,2500.0,41.894,7800.0,14.093,IT,False,False
7075,35000.0,42.0747,33000.0,13.8993,IT,False,False
7076,3000.0,42.0382,3000.0,13.9837,IT,False,False
7077,1200.0,42.0164,3560.0,13.8948,IT,False,False
7078,5000.0,41.7934,5000.0,13.7936,IT,True,True
7079,2000.0,42.0589,2000.0,13.8947,IT,False,False
7080,7500.0,42.1788,7500.0,13.8379,IT,True,True
7081,25000.0,41.8356,25000.0,14.0906,IT,False,False
7082,8000.0,41.9058,8000.0,13.8836,IT,False,False
7083,4500.0,41.9372,4500.0,13.8356,IT,False,False
7084,4000.0,41.7739,4000.0,13.9437,IT,False,False
7085,2500.0,42.29082,2500.0,14.02435,IT,False,False
7086,5000.0,42.20704,5000.0,13.82852,IT,False,False
7087,2000.0,42.3173,1700.0,13.96799,IT,False,False
7088,1700.0,42.38777,870.0,14.15215,IT,False,False
7089,40000.0,42.33132,31000.0,14.1858,IT,False,False
7090,2100.0,42.25254,2100.0,14.18315,IT,False,False
7091,2500.0,42.36563,2500.0,14.23612,IT,False,False
7092,4000.0,42.14183,3500.0,14.01526,IT,False,False
7093,3000.0,42.45227,2700.0,14.06193,IT,False,False
7094,2500.0,42.43026,3400.0,13.98677,IT,False,False
7095,1800.0,42.3052,1800.0,14.1972,IT,False,False
7096,1500.0,42.56521,1500.0,14.01624,IT,False,False
7097,120000.0,42.49813,150000.0,14.12132,IT,False,False
7098,4200.0,42.58227,6350.0,13.8727,IT,False,False
7099,38000.0,42.3998,38000.0,14.31353,IT,False,False
7100,3000.0,42.37405,2700.0,14.08773,IT,False,False
7101,2500.0,42.30627,3000.0,14.19809,IT,False,False
7102,2500.0,42.2194,2300.0,14.1947,IT,False,False
7103,9000.0,42.31119,6400.0,14.05152,IT,False,False
7104,7000.0,42.44341,5000.0,13.91743,IT,False,False
7105,1800.0,42.36916,1800.0,14.12623,IT,False,False
7106,2000.0,42.57752,3000.0,13.97601,IT,False,False
7107,2500.0,42.42571,2500.0,13.98346,IT,False,False
7108,160000.0,42.44463,150000.0,14.19173,IT,False,False
7109,5000.0,42.3918,3000.0,14.04921,IT,False,False
7110,2000.0,42.39735,1400.0,14.12243,IT,False,False
7111,38000.0,42.43885,38000.0,14.24934,IT,False,False
7112,140000.0,42.38353,60000.0,14.14533,IT,False,False
7113,5000.0,42.48313,4800.0,14.10076,IT,False,False
7114,4100.0,42.38604,6500.0,14.31906,IT,False,False
7115,20000.0,42.36284,11500.0,14.22285,IT,False,False
7116,4000.0,42.56999,4000.0,14.09065,IT,False,False
7117,2500.0,42.35257,2400.0,14.06632,IT,False,False
7118,4000.0,42.26699,1000.0,14.00754,IT,False,False
7119,3500.0,42.24827,3500.0,13.9434,IT,False,False
7120,28000.0,42.1353,18700.0,13.8389,IT,False,False
7121,2000.0,40.90086,4380.0,8.691969,IT,False,False
7122,5307.0,40.74482,3112.0,8.678572,IT,False,False
7123,4500.0,41.02229,3363.0,9.507581,IT,False,False
7124,6917.0,40.66061,5420.0,8.733132,IT,True,False
7125,4500.0,40.13367,2894.0,8.655834,IT,True,False
7126,4550.0,39.95023,4523.0,9.076038,IT,False,False
7127,1400.0,39.93936,687.0,9.068628,IT,False,False
7128,3000.0,39.16111,3000.0,9.452724,IT,True,True
7129,150.0,39.1744,150.0,9.38144,IT,True,True
7130,25000.0,40.93765,23973.0,8.213526,IT,True,True
7131,390.0,40.81745,390.0,8.476446,IT,False,False
7132,400.0,40.81587,400.0,8.483146,IT,True,False
7133,1400.0,40.81635,1400.0,8.483889,IT,True,False
7134,850.0,40.81598,850.0,8.489156,IT,False,False
7135,200.0,40.82019,200.0,8.50952,IT,False,False
7136,350.0,40.82037,350.0,8.514866,IT,False,False
7137,400.0,40.81929,400.0,8.491467,IT,False,False
7138,500.0,40.818,500.0,8.484374,IT,False,False
7139,34000.0,40.81598,30199.0,8.570401,IT,True,True
7140,45000.0,40.70757,43883.0,9.672877,IT,True,True
7141,22000.0,40.61996,13634.0,8.9469,IT,True,True
7142,6700.0,40.58483,4480.0,9.129404,IT,True,False
7143,6000.0,40.58172,6099.0,9.254029,IT,False,False
7144,2616.0,40.71697,2076.0,9.328741,IT,True,False
7145,20000.0,40.63144,13560.0,9.730997,IT,True,False
7146,2600.0,40.63407,2661.0,9.685122,IT,True,False
7147,3500.0,40.59404,3362.0,9.544,IT,False,False
7148,4500.0,40.43188,4500.0,9.758717,IT,True,True
7149,12000.0,40.48421,5667.0,9.429989,IT,False,False
7150,4500.0,40.53938,6574.0,8.826567,IT,False,False
7151,8000.0,40.91442,6354.0,8.71657,IT,False,False
7152,2000.0,40.91318,6355.0,8.707004,IT,False,False
7153,5500.0,40.45565,4137.0,9.147625,IT,False,False
7154,5000.0,40.40827,3904.0,9.03859,IT,False,False
7155,3891.0,40.30494,4399.0,8.976918,IT,False,False
7156,2627.0,40.29563,2314.0,9.113391,IT,False,False
7157,2516.0,40.27791,2394.0,8.903658,IT,False,False
7158,2500.0,40.28067,4438.0,8.84578,IT,False,False
7159,136600.0,40.24334,23108.0,8.778935,IT,True,False
7160,21800.0,40.30396,15278.0,8.491645,IT,True,False
7161,2200.0,40.26572,2200.0,8.539197,IT,False,False
7162,1700.0,40.24908,4683.0,8.524683,IT,False,False
7163,3600.0,40.1919,4331.0,8.557647,IT,False,False
7164,7000.0,40.099,6027.0,8.501867,IT,False,False
7165,4700.0,40.24055,4652.0,9.139386,IT,True,False
7166,300000.0,40.2324,92066.0,9.00888,IT,False,False
7167,2600.0,40.2053,3274.0,8.802559,IT,False,False
7168,3870.0,40.16462,3555.0,8.916325,IT,False,False
7169,23224.0,40.12767,10142.0,8.835552,IT,False,False
7170,3000.0,40.07658,2769.0,8.762341,IT,False,False
7171,2700.0,40.01056,3361.0,8.590337,IT,False,False
7172,2200.0,40.0655,2118.0,8.479914,IT,False,False
7173,20000.0,40.02269,11167.0,8.431467,IT,True,True
7174,140000.0,39.86994,100955.0,8.563709,IT,True,True
7175,15000.0,39.90508,8628.0,8.52067,IT,False,False
7176,1290.0,39.99088,1251.0,8.559239,IT,False,False
7177,2218.0,39.99051,2137.0,8.531892,IT,False,False
7178,4600.0,39.92822,4573.0,8.691294,IT,False,False
7179,2645.0,39.95192,2780.0,8.666276,IT,False,False
7180,1200.0,39.98899,7209.0,8.595409,IT,False,False
7181,3500.0,40.02744,3484.0,9.104508,IT,False,False
7182,3000.0,39.95475,2504.0,9.195911,IT,False,False
7183,2500.0,40.01958,2500.0,9.178038,IT,False,False
7184,1375.0,40.02746,1375.0,9.167429,IT,False,True
7185,11000.0,40.00006,4974.0,9.220992,IT,False,False
7186,7573.0,39.94176,4014.0,8.941365,IT,False,False
7187,3000.0,39.84392,2814.0,9.030886,IT,False,False
7188,40000.0,39.73007,32809.0,8.633987,IT,True,True
7189,95000.0,39.76865,13893.0,8.584805,IT,True,True
7190,32114.0,39.69375,13119.0,8.791125,IT,True,True
7191,10000.0,39.50564,8017.0,8.59376,IT,False,False
7192,11000.0,39.50509,8223.0,8.661782,IT,False,False
7193,14000.0,39.54984,14975.0,8.642769,IT,False,False
7194,4400.0,39.60686,3522.0,8.722708,IT,False,False
7195,150000.0,39.49743,68748.0,8.7822,IT,True,False
7196,4423.0,39.61174,4423.0,8.775855,IT,True,True
7197,8824.0,40.68829,7654.0,8.527754,IT,True,False
7198,3100.0,40.40767,3021.0,9.373511,IT,True,False
7199,10000.0,40.39571,14977.0,9.599395,IT,False,False
7200,8000.0,40.3745,13242.0,9.701333,IT,True,False
7201,25000.0,40.29958,25000.0,9.348681,IT,False,True
7202,12875.0,40.29026,10053.0,9.402781,IT,True,True
7203,30000.0,40.29172,14630.0,9.575063,IT,True,True
7204,30000.0,40.28653,29492.0,9.633521,IT,False,False
7205,2800.0,40.22102,2580.0,9.278028,IT,False,False
7206,5000.0,40.21061,4628.0,9.359313,IT,False,False
7207,6000.0,40.68141,5885.0,8.589513,IT,True,False
7208,4000.0,40.01334,3565.0,9.640455,IT,False,False
7209,50000.0,39.93918,55267.0,9.688945,IT,True,False
7210,3500.0,39.9578,3124.0,9.51647,IT,True,False
7211,3000.0,39.91311,2929.0,9.534222,IT,False,True
7212,11000.0,39.8959,10865.0,9.568255,IT,True,True
7213,12682.0,39.82018,10269.0,9.656477,IT,True,True
7214,5700.0,39.79127,3141.0,9.646111,IT,True,False
7215,3500.0,39.7938,3500.0,9.521829,IT,False,False
7216,13500.0,39.70742,4881.0,9.221689,IT,False,False
7217,5600.0,39.68818,2752.0,9.235563,IT,False,False
7218,2500.0,39.67792,2356.0,9.44808,IT,True,False
7219,3120.0,39.61444,2532.0,9.343607,IT,True,False
7220,6562.0,39.6882,5226.0,9.585348,IT,False,False
7221,2500.0,39.67252,2500.0,9.640491,IT,False,False
7222,3100.0,40.6365,3050.0,8.477354,IT,True,False
7223,7200.0,39.43675,3749.0,9.551411,IT,False,False
7224,13300.0,39.43346,8420.0,9.58565,IT,False,False
7225,2500.0,39.44259,2500.0,9.636091,IT,False,False
7226,7500.0,39.73411,6609.0,9.066044,IT,False,False
7227,3620.0,39.61274,2960.0,8.958942,IT,False,False
7228,3600.0,39.64946,3560.0,9.122317,IT,False,False
7229,4000.0,40.64595,3194.0,8.370082,IT,False,False
7230,3000.0,39.59043,2945.0,9.176609,IT,False,False
7231,22871.0,39.50118,16054.0,9.118602,IT,True,True
7232,226416.0,39.40459,211602.0,8.924674,IT,True,True
7233,5650.0,39.3819,8651.0,9.165818,IT,False,False
7234,3471.0,39.43449,3062.0,9.125135,IT,False,False
7235,5507.0,39.39913,3763.0,9.06172,IT,True,False
7236,7000.0,39.38377,5666.0,9.03809,IT,True,False
7237,3000.0,39.33982,2978.0,9.366603,IT,False,False
7238,83000.0,39.27324,44293.0,9.56347,IT,True,True
7239,50000.0,39.14045,31706.0,9.500876,IT,True,True
7240,1500.0,39.17079,1500.0,9.37686,IT,True,True
7241,1700.0,39.16179,1700.0,9.38636,IT,False,False
7242,2000.0,39.17063,2000.0,9.387288,IT,True,False
7243,8300.0,39.27428,7397.0,9.228166,IT,False,False
7244,5500.0,39.28204,6231.0,9.189919,IT,False,False
7245,12000.0,39.29336,15631.0,9.205558,IT,False,False
7246,557000.0,39.22087,531666.0,9.160214,IT,True,True
7247,350.0,39.22323,350.0,9.242806,IT,False,False
7248,400.0,39.21996,400.0,9.289837,IT,False,False
7249,400.0,39.19859,400.0,9.339233,IT,False,False
7250,400.0,39.2125,400.0,9.310945,IT,False,False
7251,3800.0,39.20812,3800.0,9.300687,IT,False,False
7252,600.0,39.21931,600.0,9.242954,IT,False,False
7253,400.0,39.21684,400.0,9.247255,IT,False,False
7254,524000.0,39.18441,174198.0,9.019318,IT,True,True
7255,6170.0,39.06999,6170.0,9.021333,IT,False,False
7256,10655.0,39.34807,8767.0,8.990988,IT,True,True
7257,2500.0,39.67549,2500.0,8.455917,IT,True,False
7258,2113.0,39.39111,2113.0,8.401744,IT,False,False
7259,3500.0,39.44255,3819.0,8.487739,IT,False,False
7260,12900.0,40.65175,3958.0,8.27363,IT,True,False
7261,9550.0,39.31262,9645.0,8.658639,IT,False,False
7262,57600.0,39.27569,43986.0,8.590211,IT,True,True
7263,7600.0,39.26084,6481.0,8.466057,IT,True,False
7264,2500.0,39.35802,2030.0,8.803573,IT,False,False
7265,5000.0,39.30669,4150.0,8.810582,IT,False,False
7266,720000.0,40.83402,349141.0,8.360074,IT,False,False
